symbol_name,symbol_kind,path,line_range,module_category,relevance,inspected,notes
DocumentHierarchyElement,struct,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,53-63,model,indirect,yes,Scanned type definition for DocumentHierarchyElement
DetectedFigure,struct,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,67-77,model,indirect,yes,Scanned type definition for DetectedFigure
AlignedTableCell,struct,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,76-86,UI,indirect,yes,Scanned type definition for AlignedTableCell
TextAlignment,enum,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,82-92,model,indirect,yes,Scanned type definition for TextAlignment
SpatialColumnLayout,struct,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,92-102,model,indirect,yes,Scanned type definition for SpatialColumnLayout
TextFlowPattern,enum,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,98-108,model,indirect,yes,Scanned type definition for TextFlowPattern
SpatialPageAnalysis,struct,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,108-118,model,indirect,yes,Scanned type definition for SpatialPageAnalysis
SpatialDocumentAnalyzer,actor,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,152-162,model,indirect,yes,Scanned type definition for SpatialDocumentAnalyzer
SpatialDocumentAnalyzer,extension,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,739-749,model,indirect,yes,Scanned type definition for SpatialDocumentAnalyzer
SpecificationBlock,struct,OpenIntelligence/Services/Document/Analysis/SpecificationDetector.swift,23-33,model,indirect,yes,Scanned type definition for SpecificationBlock
SpecificationDetector,enum,OpenIntelligence/Services/Document/Analysis/SpecificationDetector.swift,37-47,model,indirect,yes,Scanned type definition for SpecificationDetector
SpeechAnalysisResult,struct,OpenIntelligence/Services/Document/Analysis/SpeechAnalyzerService.swift,22-32,model,indirect,yes,Scanned type definition for SpeechAnalysisResult
AnalyzedUtterance,struct,OpenIntelligence/Services/Document/Analysis/SpeechAnalyzerService.swift,37-47,model,indirect,yes,Scanned type definition for AnalyzedUtterance
SpeechAnalysisError,enum,OpenIntelligence/Services/Document/Analysis/SpeechAnalyzerService.swift,46-56,model,indirect,yes,Scanned type definition for SpeechAnalysisError
SpeechAnalyzerService,extension,OpenIntelligence/Services/Document/Analysis/SpeechAnalyzerService.swift,269-279,model,indirect,yes,Scanned type definition for SpeechAnalyzerService
ContentTags,struct,OpenIntelligence/Services/Document/Chunking/ContentTaggingService.swift,34-44,model,indirect,yes,Scanned type definition for ContentTags
ContentTags,struct,OpenIntelligence/Services/Document/Chunking/ContentTaggingService.swift,355-365,model,indirect,yes,Scanned type definition for ContentTags
PageComplexity,enum,OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,53-63,model,indirect,yes,Scanned type definition for PageComplexity
PageComplexityAnalysis,struct,OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,102-112,model,indirect,yes,Scanned type definition for PageComplexityAnalysis
PageComplexityAnalysis,extension,OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,1217-1227,model,indirect,yes,Scanned type definition for PageComplexityAnalysis
PageProcessingStrategy,enum,OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,1238-1248,ingestion,indirect,yes,Scanned type definition for PageProcessingStrategy
PageComplexityAnalyzer,extension,OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,1268-1278,model,indirect,yes,Scanned type definition for PageComplexityAnalyzer
Notification.Name,extension,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,29-39,model,indirect,yes,Scanned type definition for Notification.Name
SemanticChunker,class,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,34-44,model,indirect,yes,Scanned type definition for SemanticChunker
ChunkingDiagnostics,struct,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,37-47,diagnostics,indirect,yes,Scanned type definition for ChunkingDiagnostics
ChunkingConfig,struct,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,126-136,model,indirect,yes,Scanned type definition for ChunkingConfig
EnhancedChunk,struct,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,248-258,model,indirect,yes,Scanned type definition for EnhancedChunk
ChunkMetadata,struct,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,255-265,model,indirect,yes,Scanned type definition for ChunkMetadata
DetectedSection,struct,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,724-734,model,indirect,yes,Scanned type definition for DetectedSection
TableBlock,struct,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,735-745,model,indirect,yes,Scanned type definition for TableBlock
DocumentContentType,enum,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,20-30,model,indirect,yes,Scanned type definition for DocumentContentType
ProcessingHints,struct,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,119-129,ingestion,indirect,yes,Scanned type definition for ProcessingHints
OCRAccuracy,enum,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,120-130,model,indirect,yes,Scanned type definition for OCRAccuracy
ChunkingPreset,enum,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,124-134,model,indirect,yes,Scanned type definition for ChunkingPreset
DocumentClassificationResult,struct,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,138-148,model,indirect,yes,Scanned type definition for DocumentClassificationResult
CoreMLDocumentClassifier,actor,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,152-162,model,indirect,yes,Scanned type definition for CoreMLDocumentClassifier
ClassifierError,enum,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,441-451,model,indirect,yes,Scanned type definition for ClassifierError
DocumentRegionType,enum,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,21-31,model,indirect,yes,Scanned type definition for DocumentRegionType
DocumentDetectedRegion,struct,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,61-71,model,indirect,yes,Scanned type definition for DocumentDetectedRegion
RegionDetectionResult,struct,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,87-97,model,indirect,yes,Scanned type definition for RegionDetectionResult
CoreMLRegionDetector,actor,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,127-137,model,indirect,yes,Scanned type definition for CoreMLRegionDetector
DetectorError,enum,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,597-607,model,indirect,yes,Scanned type definition for DetectorError
AnalyzedImage,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,27-37,model,indirect,yes,Scanned type definition for AnalyzedImage
ImageClassification,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,41-51,model,indirect,yes,Scanned type definition for ImageClassification
ImageContentType,enum,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,47-57,model,indirect,yes,Scanned type definition for ImageContentType
VisualContentMetadata,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,85-95,model,indirect,yes,Scanned type definition for VisualContentMetadata
ColumnLayout,enum,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,104-114,model,indirect,yes,Scanned type definition for ColumnLayout
ImageUnderstandingService,class,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,116-126,model,indirect,yes,Scanned type definition for ImageUnderstandingService
StandaloneImageAnalysis,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,986-996,model,indirect,yes,Scanned type definition for StandaloneImageAnalysis
EnhancedImageAnalysis,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1008-1018,model,indirect,yes,Scanned type definition for EnhancedImageAnalysis
ImageDescriptionService,class,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1029-1039,model,indirect,yes,Scanned type definition for ImageDescriptionService
DetectedObject,struct,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,20-30,model,indirect,yes,Scanned type definition for DetectedObject
YOLODetectionService,actor,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,36-46,model,indirect,yes,Scanned type definition for YOLODetectionService
YOLODetectionService,extension,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,258-268,model,indirect,yes,Scanned type definition for YOLODetectionService
OCRConfiguration,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,42-52,model,indirect,yes,Scanned type definition for OCRConfiguration
TextNormalizationProfile,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,43-53,model,indirect,yes,Scanned type definition for TextNormalizationProfile
AdaptivePreprocessor,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1056-1066,ingestion,indirect,yes,Scanned type definition for AdaptivePreprocessor
Strategy,struct,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1059-1069,model,indirect,yes,Scanned type definition for Strategy
ConfidenceVerifier,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1240-1250,model,indirect,yes,Scanned type definition for ConfidenceVerifier
ObservationAnalysis,struct,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1243-1253,model,indirect,yes,Scanned type definition for ObservationAnalysis
UncertainNumber,struct,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1259-1269,model,indirect,yes,Scanned type definition for UncertainNumber
VisionOCRThrottle,enum,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,178-188,model,indirect,yes,Scanned type definition for VisionOCRThrottle
TranscriptionResult,struct,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,16-26,model,indirect,yes,Scanned type definition for TranscriptionResult
TranscriptionSegment,struct,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,33-43,model,indirect,yes,Scanned type definition for TranscriptionSegment
TranscriptionError,enum,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,41-51,model,indirect,yes,Scanned type definition for TranscriptionError
AudioTranscriptionService,extension,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,406-416,model,indirect,yes,Scanned type definition for AudioTranscriptionService
GazetteerEntity,struct,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,14-24,model,indirect,yes,Scanned type definition for GazetteerEntity
GazetteerService,actor,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,22-32,model,indirect,yes,Scanned type definition for GazetteerService
DetectedLanguage,struct,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,13-23,model,indirect,yes,Scanned type definition for DetectedLanguage
DocumentLanguageProfile,struct,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,38-48,model,indirect,yes,Scanned type definition for DocumentLanguageProfile
TranslationResult,struct,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,16-26,model,indirect,yes,Scanned type definition for TranslationResult
TranslationConfig,struct,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,25-35,model,indirect,yes,Scanned type definition for TranslationConfig
DocumentProcessor,extension,OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,2-12,ingestion,indirect,yes,Scanned type definition for DocumentProcessor
DocumentProcessor,class,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,25-35,ingestion,indirect,yes,Scanned type definition for DocumentProcessor
ProcessedChunk,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,26-36,ingestion,indirect,yes,Scanned type definition for ProcessedChunk
StructuredTablePayload,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,47-57,ingestion,indirect,yes,Scanned type definition for StructuredTablePayload
ChunkingOverride,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,295-305,ingestion,indirect,yes,Scanned type definition for ChunkingOverride
ExtractionProgress,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,376-386,ingestion,indirect,yes,Scanned type definition for ExtractionProgress
PageExtractionResult,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3297-3307,ingestion,indirect,yes,Scanned type definition for PageExtractionResult
PageData,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3309-3319,ingestion,indirect,yes,Scanned type definition for PageData
PageRenderData,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3922-3932,ingestion,indirect,yes,Scanned type definition for PageRenderData
PageParseResult,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3933-3943,ingestion,indirect,yes,Scanned type definition for PageParseResult
DetectedTable,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,7901-7911,ingestion,indirect,yes,Scanned type definition for DetectedTable
DocumentProcessingError,enum,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,9039-9049,ingestion,indirect,yes,Scanned type definition for DocumentProcessingError
CentralDirectoryEntry,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,9107-9117,ingestion,indirect,yes,Scanned type definition for CentralDirectoryEntry
IntelligentProcessingResult,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,25-35,ingestion,indirect,yes,Scanned type definition for IntelligentProcessingResult
StructuredDocumentContent,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,33-43,ingestion,indirect,yes,Scanned type definition for StructuredDocumentContent
ExtractedTextBlock,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,40-50,ingestion,indirect,yes,Scanned type definition for ExtractedTextBlock
ExtractedTable,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,50-60,ingestion,indirect,yes,Scanned type definition for ExtractedTable
ExtractedFigure,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,59-69,ingestion,indirect,yes,Scanned type definition for ExtractedFigure
ExtractedList,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,68-78,ingestion,indirect,yes,Scanned type definition for ExtractedList
DocumentStructureMetadata,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,76-86,ingestion,indirect,yes,Scanned type definition for DocumentStructureMetadata
IntelligentProcessingMetrics,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,87-97,ingestion,indirect,yes,Scanned type definition for IntelligentProcessingMetrics
RegionRescueResult,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,96-106,ingestion,indirect,yes,Scanned type definition for RegionRescueResult
IntelligentDocumentProcessor,actor,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,111-121,ingestion,indirect,yes,Scanned type definition for IntelligentDocumentProcessor
ProcessingOptions,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,1024-1034,ingestion,indirect,yes,Scanned type definition for ProcessingOptions
IntelligentProcessingResult,extension,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,1059-1069,ingestion,indirect,yes,Scanned type definition for IntelligentProcessingResult
TextBlock,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,21-31,ingestion,indirect,yes,Scanned type definition for TextBlock
DetectedColumn,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,44-54,ingestion,indirect,yes,Scanned type definition for DetectedColumn
LayoutAnalysisResult,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,56-66,ingestion,indirect,yes,Scanned type definition for LayoutAnalysisResult
TableRegion,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,72-82,ingestion,indirect,yes,Scanned type definition for TableRegion
LayoutAwareExtractor,actor,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,84-94,ingestion,indirect,yes,Scanned type definition for LayoutAwareExtractor
LayoutAwareExtractor,extension,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,778-788,ingestion,indirect,yes,Scanned type definition for LayoutAwareExtractor
StreamingXMLChunk,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,64-74,ingestion,indirect,yes,Scanned type definition for StreamingXMLChunk
YearlyAggregate,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,168-178,ingestion,indirect,yes,Scanned type definition for YearlyAggregate
YearlyWorkout,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,267-277,ingestion,indirect,yes,Scanned type definition for YearlyWorkout
StructuredElement,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,42-52,ingestion,indirect,yes,Scanned type definition for StructuredElement
DetectedEntity,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,87-97,ingestion,indirect,yes,Scanned type definition for DetectedEntity
EntityType,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,88-98,ingestion,indirect,yes,Scanned type definition for EntityType
TableCellAlignment,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,119-129,ingestion,indirect,yes,Scanned type definition for TableCellAlignment
TableData,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,127-137,ingestion,indirect,yes,Scanned type definition for TableData
StructuredPageContent,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,481-491,ingestion,indirect,yes,Scanned type definition for StructuredPageContent
StructuredDocumentParser,actor,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,509-519,ingestion,indirect,yes,Scanned type definition for StructuredDocumentParser
StructuredParsingError,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,1721-1731,ingestion,indirect,yes,Scanned type definition for StructuredParsingError
ChunkMetadata,extension,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,1740-1750,ingestion,indirect,yes,Scanned type definition for ChunkMetadata
VisualCaptioningService,actor,OpenIntelligence/Services/Document/Processing/VisualCaptioningService.swift,19-29,ingestion,indirect,yes,Scanned type definition for VisualCaptioningService
LibraryIntelligenceCenter,actor,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,14-24,model,indirect,yes,Scanned type definition for LibraryIntelligenceCenter
CorpusSignals,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,18-28,model,indirect,yes,Scanned type definition for CorpusSignals
ChunkingPlan,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,33-43,model,indirect,yes,Scanned type definition for ChunkingPlan
Strategy,enum,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,34-44,model,indirect,yes,Scanned type definition for Strategy
EmbeddingPlan,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,47-57,model,indirect,yes,Scanned type definition for EmbeddingPlan
RetrievalPlan,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,56-66,model,indirect,yes,Scanned type definition for RetrievalPlan
FusionStyle,enum,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,57-67,model,indirect,yes,Scanned type definition for FusionStyle
RerankerStrategy,enum,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,62-72,model,indirect,yes,Scanned type definition for RerankerStrategy
DocumentProfile,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,78-88,model,indirect,yes,Scanned type definition for DocumentProfile
IntelligenceReport,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,88-98,model,indirect,yes,Scanned type definition for IntelligenceReport
EmbeddingService,class,OpenIntelligence/Services/Embedding/EmbeddingService.swift,13-23,model,indirect,yes,Scanned type definition for EmbeddingService
EmbeddingError,enum,OpenIntelligence/Services/Embedding/EmbeddingService.swift,426-436,model,indirect,yes,Scanned type definition for EmbeddingError
EmbeddingProvider,protocol,OpenIntelligence/Services/Embedding/Providers/EmbeddingProvider.swift,11-21,model,indirect,yes,Scanned type definition for EmbeddingProvider
EmbeddingProvider,extension,OpenIntelligence/Services/Embedding/Providers/EmbeddingProvider.swift,42-52,model,indirect,yes,Scanned type definition for EmbeddingProvider
PoolingStrategy,enum,OpenIntelligence/Services/Embedding/Providers/NLContextualEmbeddingProvider.swift,40-50,model,indirect,yes,Scanned type definition for PoolingStrategy
EmbeddingError,extension,OpenIntelligence/Services/Embedding/Providers/NLContextualEmbeddingProvider.swift,301-311,model,indirect,yes,Scanned type definition for EmbeddingError
RAGEvalCase,struct,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,24-34,RAG,indirect,yes,Scanned type definition for RAGEvalCase
EvalCategory,enum,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,62-72,RAG,indirect,yes,Scanned type definition for EvalCategory
RAGEvalResult,struct,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,97-107,RAG,indirect,yes,Scanned type definition for RAGEvalResult
RAGEvalDataset,struct,OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,13-23,RAG,indirect,yes,Scanned type definition for RAGEvalDataset
RAGEvalDataset,extension,OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,40-50,RAG,indirect,yes,Scanned type definition for RAGEvalDataset
EvalError,enum,OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,103-113,RAG,indirect,yes,Scanned type definition for EvalError
RAGEvalMetrics,struct,OpenIntelligence/Services/Evaluation/RAGEvalMetrics.swift,26-36,RAG,indirect,yes,Scanned type definition for RAGEvalMetrics
RAGEvalMetrics,extension,OpenIntelligence/Services/Evaluation/RAGEvalMetrics.swift,107-117,RAG,indirect,yes,Scanned type definition for RAGEvalMetrics
ReportPayload,struct,OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,74-84,RAG,indirect,yes,Scanned type definition for ReportPayload
IngestionLiveActivityPresentationProfile,enum,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,6-16,ingestion,indirect,yes,Scanned type definition for IngestionLiveActivityPresentationProfile
IngestionLiveActivityProcessingMode,enum,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,13-23,ingestion,indirect,yes,Scanned type definition for IngestionLiveActivityProcessingMode
IngestionLiveActivityThermalBucket,enum,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,27-37,ingestion,indirect,yes,Scanned type definition for IngestionLiveActivityThermalBucket
OpenIntelligenceDeepLink,enum,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,48-58,ingestion,indirect,yes,Scanned type definition for OpenIntelligenceDeepLink
ContentState,struct,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,59-69,ingestion,indirect,yes,Scanned type definition for ContentState
ContentState,struct,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,80-90,ingestion,indirect,yes,Scanned type definition for ContentState
Level,enum,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,24-34,model,indirect,yes,Scanned type definition for Level
Category,enum,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,84-94,model,indirect,yes,Scanned type definition for Category
QuotaPolicy,enum,OpenIntelligence/Services/Infrastructure/Configuration/QuotaPolicy.swift,4-14,billing,direct,yes,Scanned type definition for QuotaPolicy
DocumentQuotaError,struct,OpenIntelligence/Services/Infrastructure/Configuration/QuotaPolicy.swift,57-67,billing,direct,yes,Scanned type definition for DocumentQuotaError
LibraryQuotaError,struct,OpenIntelligence/Services/Infrastructure/Configuration/QuotaPolicy.swift,68-78,billing,direct,yes,Scanned type definition for LibraryQuotaError
SettingsStore,extension,OpenIntelligence/Services/Infrastructure/Configuration/SettingsStore.swift,856-866,model,indirect,yes,Scanned type definition for SettingsStore
SettingsStore,extension,OpenIntelligence/Services/Infrastructure/Configuration/SettingsStore.swift,922-932,model,indirect,yes,Scanned type definition for SettingsStore
ImageGenerationRequest,struct,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,24-34,model,indirect,yes,Scanned type definition for ImageGenerationRequest
ImageGenerationStyle,enum,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,29-39,model,indirect,yes,Scanned type definition for ImageGenerationStyle
ImageGenerationResult,struct,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,38-48,model,indirect,yes,Scanned type definition for ImageGenerationResult
ImageConceptList,struct,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,52-62,model,indirect,yes,Scanned type definition for ImageConceptList
ImagePlaygroundSheetModifier,struct,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,852-862,model,indirect,yes,Scanned type definition for ImagePlaygroundSheetModifier
View,extension,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,902-912,UI,indirect,yes,Scanned type definition for View
IngestionExecutionProfile,enum,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,15-25,ingestion,indirect,yes,Scanned type definition for IngestionExecutionProfile
DeviceCapabilityTier,enum,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,23-33,model,indirect,yes,Scanned type definition for DeviceCapabilityTier
DeviceFormFactor,enum,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,72-82,model,indirect,yes,Scanned type definition for DeviceFormFactor
MetalHardwareSnapshot,struct,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,97-107,model,indirect,yes,Scanned type definition for MetalHardwareSnapshot
HardwareExecutionEnvelope,struct,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,123-133,model,indirect,yes,Scanned type definition for HardwareExecutionEnvelope
AgenticOrchestrator,extension,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,1349-1359,model,indirect,yes,Scanned type definition for AgenticOrchestrator
DeviceCapabilityService,extension,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,1359-1369,model,indirect,yes,Scanned type definition for DeviceCapabilityService
HardwareComponent,enum,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,39-49,diagnostics,indirect,yes,Scanned type definition for HardwareComponent
HardwareActivityType,enum,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,82-92,diagnostics,indirect,yes,Scanned type definition for HardwareActivityType
ComponentActivity,struct,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,221-231,diagnostics,indirect,yes,Scanned type definition for ComponentActivity
HardwareTelemetryReporter,enum,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,928-938,diagnostics,indirect,yes,Scanned type definition for HardwareTelemetryReporter
SystemStateSnapshot,struct,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,21-31,model,indirect,yes,Scanned type definition for SystemStateSnapshot
MachCPUMonitor,enum,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,131-141,model,indirect,yes,Scanned type definition for MachCPUMonitor
MemoryPressureLevel,enum,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,235-245,model,indirect,yes,Scanned type definition for MemoryPressureLevel
MacBatteryState,enum,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,647-657,model,indirect,yes,Scanned type definition for MacBatteryState
TelemetryCategory,enum,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,3-13,diagnostics,indirect,yes,Scanned type definition for TelemetryCategory
