function_name,parent_type,file_path,approximate_line_range,visibility,async,throws,primary_purpose,inputs,outputs,calls_known,called_by_known,reads_files,writes_files,touches_userdefaults,touches_keychain,touches_icloud,touches_pcc_or_cloud,touches_storekit,background_sensitive,app_lifecycle_sensitive,relevance,risk_level,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
normalizeSpecSubject,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2446-2455,internal,No,No,Method of SuggestedQuestionsService,_ subject: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
capacitySubject,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2457-2469,internal,No,No,Method of SuggestedQuestionsService,from subject: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isLiquidCapacityLine,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2471-2481,internal,No,No,Method of SuggestedQuestionsService,_ line: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
passageTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2483-2514,internal,No,No,Method of SuggestedQuestionsService,"for passage: GroundedPassage, allowDocumentFallback: Bool = true",String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
documentScopedTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2516-2526,internal,No,No,Method of SuggestedQuestionsService,for passage: GroundedPassage,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
salientMetadataTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2528-2540,internal,No,No,Method of SuggestedQuestionsService,for chunk: DocumentChunk,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isConcreteQuestionFocus,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2542-2551,internal,No,No,Method of SuggestedQuestionsService,_ topic: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
documentTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2553-2576,internal,No,No,Method of SuggestedQuestionsService,from documentName: String,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isWeakQuestionTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2578-2614,internal,No,No,Method of SuggestedQuestionsService,_ topic: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isJunkString,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2616-2735,internal,No,No,Method of SuggestedQuestionsService,_ text: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
concreteTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2737-2756,internal,No,No,Method of SuggestedQuestionsService,from text: String?,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
casePreservingTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2758-2778,internal,No,No,Method of SuggestedQuestionsService,from text: String?,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isGenericOrStructuralToken,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2780-2808,internal,No,No,Method of SuggestedQuestionsService,_ token: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isGenericQuestionTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2810-2814,internal,No,No,Method of SuggestedQuestionsService,_ topic: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
enforceDiversity,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2822-2870,internal,No,No,Method of SuggestedQuestionsService,"_ questions: [SuggestedQuestion], count: Int",[SuggestedQuestion],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
buildGroundedPassages,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2874-2917,internal,No,No,Method of SuggestedQuestionsService,"
        from chunks: [DocumentChunk],
        documents: [Document],
        limit: Int
    ",[GroundedPassage],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
bestGroundingPassage,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2919-2926,internal,No,No,Method of SuggestedQuestionsService,"
        for question: String,
        passages: [GroundedPassage]
    ",GroundedPassage?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
groundedConfidence,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2928-2931,internal,No,No,Method of SuggestedQuestionsService,"for question: String, passage: GroundedPassage",Double,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
groundingScore,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2933-2960,internal,No,No,Method of SuggestedQuestionsService,"for question: String, passage: GroundedPassage",Double,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
inferCategory,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2962-2995,internal,No,No,Method of SuggestedQuestionsService,"
        for question: String,
        passage: GroundedPassage?,
        fallbackIndex: Int
    ",QuestionCategory,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
groundedPassageContent,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,2997-3016,internal,No,No,Method of SuggestedQuestionsService,for chunk: DocumentChunk,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isAnswerableSuggestedQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3018-3080,internal,No,No,Method of SuggestedQuestionsService,"
        _ question: String,
        passage: GroundedPassage
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
rankingScore,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3082-3084,internal,No,No,Method of SuggestedQuestionsService,for question: SuggestedQuestion,Double,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
textHeuristicBoost,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3086-3124,internal,No,No,Method of SuggestedQuestionsService,for question: SuggestedQuestion,Double,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isStructuralOrMetaQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3126-3181,internal,No,No,Method of SuggestedQuestionsService,_ lower: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
shouldSurfaceSuggestedQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3183-3265,internal,No,No,Method of SuggestedQuestionsService,_ question: SuggestedQuestion,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isLikelySpecificSuggestionFocusToken,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3267-3276,internal,No,No,Method of SuggestedQuestionsService,_ token: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
categoryBoost,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3278-3293,internal,No,No,Method of SuggestedQuestionsService,for category: QuestionCategory,Double,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
displayDocumentName,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3295-3301,internal,No,No,Method of SuggestedQuestionsService,_ filename: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
sanitizeGeneratedQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3303-3329,internal,No,No,Method of SuggestedQuestionsService,_ text: String,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isBoilerplateQuestionTemplate,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3331-3347,internal,No,No,Method of SuggestedQuestionsService,_ question: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
dedupeQuestionTextsPreservingOrder,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3349-3361,internal,No,No,Method of SuggestedQuestionsService,_ questions: [String],[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
dedupeSuggestedQuestionsPreservingOrder,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3363-3374,internal,No,No,Method of SuggestedQuestionsService,_ questions: [SuggestedQuestion],[SuggestedQuestion],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
pruneNearDuplicateQuestions,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3376-3388,internal,No,No,Method of SuggestedQuestionsService,_ questions: [SuggestedQuestion],[SuggestedQuestion],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
areNearDuplicateQuestions,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3390-3426,internal,No,No,Method of SuggestedQuestionsService,"_ lhs: SuggestedQuestion, _ rhs: SuggestedQuestion",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
normalizedQuestionKey,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3428-3433,internal,No,No,Method of SuggestedQuestionsService,_ question: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
questionFocusTokens,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3435-3440,internal,No,No,Method of SuggestedQuestionsService,from question: String,Set<String>,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isUsableLLMGeneratedQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3442-3506,internal,No,No,Method of SuggestedQuestionsService,"
        _ question: String,
        passage: GroundedPassage
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isUsableGeneratedQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3508-3582,internal,No,No,Method of SuggestedQuestionsService,"
        _ question: String,
        passages: [GroundedPassage]
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isSelfAnsweringGeneratedQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3584-3586,internal,No,No,Method of SuggestedQuestionsService,_ question: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isFaithfulQuestionRewrite,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3588-3654,internal,No,No,Method of SuggestedQuestionsService,"
        original: String,
        rewritten: String,
        passage: GroundedPassage
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isProceduralQuestionFraming,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3656-3662,internal,No,No,Method of SuggestedQuestionsService,_ question: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isSafetyOrRequirementQuestionFraming,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3664-3670,internal,No,No,Method of SuggestedQuestionsService,_ question: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
violatesPassageQuestionGuardrails,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3672-3694,internal,No,No,Method of SuggestedQuestionsService,"
        _ question: String,
        passage: GroundedPassage
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isCapabilityQuestionFraming,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3696-3703,internal,No,No,Method of SuggestedQuestionsService,_ question: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
passageContainsExplicitDuration,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3705-3710,internal,No,No,Method of SuggestedQuestionsService,_ text: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
passageLooksSafetyCritical,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3712-3719,internal,No,No,Method of SuggestedQuestionsService,_ text: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
passageContainsProhibition,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3721-3728,internal,No,No,Method of SuggestedQuestionsService,_ text: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
naturalQuestionTopic,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3730-3761,internal,No,No,Method of SuggestedQuestionsService,_ topic: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
meaningfulTokens,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3763-3773,internal,No,No,Method of SuggestedQuestionsService,from text: String,Set<String>,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
numberTokens,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3775-3782,internal,No,No,Method of SuggestedQuestionsService,from text: String,Set<String>,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isHighValueSectionTitle,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3786-3794,internal,No,No,Method of SuggestedQuestionsService,_ title: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isAdministrativeSectionTitle,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3796-3806,internal,No,No,Method of SuggestedQuestionsService,_ title: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isGenericSectionTitle,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3809-3811,internal,No,No,Method of SuggestedQuestionsService,_ title: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
containsFrontMatterSignal,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3813-3816,internal,No,No,Method of SuggestedQuestionsService,_ text: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
extractSpecificNumbers,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3901-3914,internal,No,No,Method of SuggestedQuestionsService,from text: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
extractNumericTokens,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3916-3921,internal,No,No,Method of SuggestedQuestionsService,from text: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
isQuantityQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3923-3930,internal,No,No,Method of SuggestedQuestionsService,_ text: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
extractKeyPhrases,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3933-3963,internal,No,No,Method of SuggestedQuestionsService,from text: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
extractConditionalQuestion,SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,3965-4002,internal,No,No,Method of SuggestedQuestionsService,from text: String,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Method signatures extracted from SuggestedQuestionsService
extractAnswer,ExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,34-37,internal,Yes,Yes,Method of ExtractiveQAService,"question: String, passages: [String]","ExtractionResult?

    
    var isAvailable: Bool",,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from ExtractiveQAService
extractAnswer,PlaceholderExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,101-105,internal,Yes,Yes,Method of PlaceholderExtractiveQAService,"question: String, passages: [String]",ExtractionResult?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from PlaceholderExtractiveQAService
extractAnswer,HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,245-313,internal,Yes,Yes,Method of HeuristicExtractiveQAService,"question: String, passages: [String]",ExtractionResult?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from HeuristicExtractiveQAService
detectQuestionType,HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,319-343,internal,No,No,Method of HeuristicExtractiveQAService,_ question: String,QuestionType,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from HeuristicExtractiveQAService
extractKeywords,HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,346-364,internal,No,No,Method of HeuristicExtractiveQAService,from question: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from HeuristicExtractiveQAService
extractSentences,HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,366-380,internal,No,No,Method of HeuristicExtractiveQAService,from text: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from HeuristicExtractiveQAService
scoreCandidate,HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,382-505,internal,No,No,Method of HeuristicExtractiveQAService,"
        sentence: String,
        questionKeywords: [String],
        type: QuestionType,
        passagePositionBonus: Float
    ",Float,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from HeuristicExtractiveQAService
extractSpan,HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,507-579,internal,No,No,Method of HeuristicExtractiveQAService,"from sentence: String, type: QuestionType, question: String",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from HeuristicExtractiveQAService
create,ExtractiveQAServiceFactory,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,587-592,internal,No,No,Method of ExtractiveQAServiceFactory,,ExtractiveQAService,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Method signatures extracted from ExtractiveQAServiceFactory
