model_name,file_path,conforms_to,persisted,codable,sendable,identifiable,storage_location_if_persisted,owner_service,used_by,important_fields,schema_or_migration_risk,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
TranslationConfig,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,Sendable,No,No,Yes,No,,,,"targetLanguage: Locale.Language, preserveFormatting: Bool, maxBatchSize: Int, defaultEnglish: ",Low,,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Parsed model schema
ProcessedChunk,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"text: String, parentText: String?, metadata: ChunkMetadata, structuredTable: StructuredTablePayload?",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
StructuredTablePayload,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"title: String, headers: [String], rows: [[String]], extractionQuality: Double, extractionSource: String, lowQualityRowIndices: [Int], rowCount: Int, columnCount: Int, searchText: String, lines: [String]",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
ChunkingOverride,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"strategy: String?, targetWordWindow: Int, overlapWords: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
StructuredElementWrapper,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"text: String, elementType: String, pageNumber: Int, isAtomicChunk: Bool, detectedEntities: [(type: String, value: String)], tableData: TableData?, listItems: [String]?, extractionSource: String?, qualityScore: Double?, imageAnalysis: AnalyzedImage?",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
RegionCropRescuePayload,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"elements: [StructuredElementWrapper], pageText: String, tableCount: Int, listCount: Int, figureCount: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
ExtractionProgress,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"stage: String, detail: String, currentPage: Int?, totalPages: Int?, tablesFound: Int, listsFound: Int, headersFound: Int, ocrPagesUsed: Int, usingVision: Bool, wordsExtracted: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
PageInfo,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,,No,No,No,No,,,,"totalPages: Int, ocrPagesUsed: Int, pageNumbers: [Int], pageTextRanges: PageTextMapping",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
PageExtractionResult,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"pageIndex: Int, text: String, usedOCR: Bool, usedSpatial: Bool, ocrCharCount: Int, noTextLayer: Bool",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
PageData,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"pageIndex: Int, pageString: String?, pageImage: CIImage?, hasText: Bool, textQualityOK: Bool, requiresOCRForAccuracy: Bool",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
PageRenderData,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"pageIndex: Int, pageImage: CIImage?, plainText: String?, layoutText: String?, layoutTables: [TableRegion], preferHighResolutionStructure: Bool",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
PageParseResult,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"pageIndex: Int, elements: [StructuredElementWrapper], pageText: String, hasStructure: Bool, usedOCR: Bool, tablesFound: Int, listsFound: Int, headersFound: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
DetectedTable,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"rows: [[String]], boundingBox: CGRect, confidence: Float",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Parsed model schema
IntelligentProcessingResult,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"classification: DocumentClassificationResult, regions: [RegionDetectionResult], structuredContent: StructuredDocumentContent, processingMetrics: IntelligentProcessingMetrics",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
StructuredDocumentContent,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"textBlocks: [ExtractedTextBlock], tables: [ExtractedTable], figures: [ExtractedFigure], lists: [ExtractedList], metadata: DocumentStructureMetadata",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
ExtractedTextBlock,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,"Sendable, Identifiable",No,No,Yes,Yes,,,,"id: , pageNumber: Int, text: String, boundingBox: CGRect, isHeader: Bool, isFooter: Bool, confidence: Float",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
ExtractedTable,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,"Sendable, Identifiable",No,No,Yes,Yes,,,,"id: , pageNumber: Int, rows: [[String]], boundingBox: CGRect, hasHeader: Bool, caption: String?",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
ExtractedFigure,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,"Sendable, Identifiable",No,No,Yes,Yes,,,,"id: , pageNumber: Int, boundingBox: CGRect, caption: String?, classification: String?, description: String?",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
ExtractedList,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,"Sendable, Identifiable",No,No,Yes,Yes,,,,"id: , pageNumber: Int, items: [String], isNumbered: Bool, boundingBox: CGRect",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
DocumentStructureMetadata,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"totalPages: Int, textBlockCount: Int, tableCount: Int, figureCount: Int, listCount: Int, estimatedWordCount: Int, primaryLanguage: String?, contentTypes: [DocumentContentType]",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
IntelligentProcessingMetrics,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"classificationTimeMs: Double, regionDetectionTimeMs: Double, ocrTimeMs: Double, totalTimeMs: Double, modelsUsed: [String], pagesProcessed: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
RegionRescueResult,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"pageNumber: Int, detectedRegions: [DocumentDetectedRegion], content: StructuredDocumentContent, readingOrderText: String, averageConfidence: Float, modelUsed: String, processingTimeMs: Double",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
ProcessingOptions,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,Sendable,No,No,Yes,No,,,,"maxPages: Int, renderDPI: CGFloat, enableTableExtraction: Bool, enableFigureAnalysis: Bool, parallelPages: Int, fast: , highQuality: ",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Parsed model schema
TextBlock,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,Sendable,No,No,Yes,No,,,,"text: String, boundingBox: CGRect, confidence: Float, pageNumber: Int, id: ",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Parsed model schema
DetectedColumn,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,Sendable,No,No,Yes,No,,,,"index: Int, xRange: ClosedRange<CGFloat>, blocks: [TextBlock]",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Parsed model schema
LayoutAnalysisResult,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,Sendable,No,No,Yes,No,,,,"pageNumber: Int, columns: [DetectedColumn], tables: [TableRegion], readingOrderText: String, rawBlocks: [TextBlock]",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Parsed model schema
TableRegion,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,Sendable,No,No,Yes,No,,,,"boundingBox: CGRect, rows: [[String]], pageNumber: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Parsed model schema
ReadingElement,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,Sendable,No,No,Yes,No,,,,"text: String, topY: CGFloat, minX: CGFloat",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Parsed model schema
StructuredElement,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
DetectedEntity,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,"Sendable, Equatable, Hashable",No,No,Yes,No,,,,"type: EntityType, value: String, rawText: String",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
EntityType,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,"String, Sendable, Hashable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
TableCellAlignment,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
TableData,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,Sendable,No,No,Yes,No,,,,"pageNumber: Int, rows: [[String]], headerRow: [String]?, caption: String?, detectedEntities: [DetectedEntity], cellAlignments: [[TableCellAlignment]], lines: [String], columnCount: , headers: , records: ",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
StructuredPageContent,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,Sendable,No,No,Yes,No,,,,"pageNumber: Int, elements: [StructuredElement], rawText: String, qualityScore: Double, figureReferences: [String]",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
OCRFallbackReadingBlock,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,Sendable,No,No,Yes,No,,,,"text: String, topY: CGFloat, minX: CGFloat",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
StructuredDocumentSnapshot,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,Sendable,No,No,Yes,No,,,,"elements: [StructuredElement], figureReferences: [String], rawText: String, tableCount: Int, listCount: Int, figureCount: Int",Low,,code_verified,high,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Parsed model schema
CorpusSignals,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,Sendable,No,No,Yes,No,,,,"documentCount: Int, chunkCount: Int, avgWordsPerChunk: Double, multilingualScore: Double, vocabularyRichness: Double, technicalDensity: Double, semanticComplexity: Double, hasCode: Bool, hasMath: Bool, structuredRatio: Double",Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
ChunkingPlan,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,Sendable,No,No,Yes,No,,,,"strategy: Strategy, targetWordWindow: Int, overlapWords: Int, rationales: [String]",Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
Strategy,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
EmbeddingPlan,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,Sendable,No,No,Yes,No,,,,"providerId: String, dimension: Int, confidence: Double, rationale: String, requiresCloudConsent: Bool",Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
RetrievalPlan,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,Sendable,No,No,Yes,No,,,,"fusionStyle: FusionStyle, vectorWeight: Double, lexicalWeight: Double, mmrLambda: Double, reranker: RerankerStrategy, notes: [String]",Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
FusionStyle,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
RerankerStrategy,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
DocumentProfile,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: UUID, name: String, descriptor: String, keyTopics: [String], preview: String, addedAt: Date",Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
IntelligenceReport,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,Sendable,No,No,Yes,No,,,,"corpus: CorpusSignals, chunking: ChunkingPlan, embedding: EmbeddingPlan, retrieval: RetrievalPlan, documents: [DocumentProfile], alerts: [String]",Low,,code_verified,high,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Parsed model schema
PoolingStrategy,OpenIntelligence/Services/Embedding/Providers/NLContextualEmbeddingProvider.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Embedding/Providers/NLContextualEmbeddingProvider.swift,scan_codebase.py,Parsed model schema
RAGEvalCase,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,"Codable, Identifiable, Sendable",No,Yes,Yes,Yes,,,,"id: String, query: String, expectedAnswer: String, category: EvalCategory, groundTruthChunkIds: [String]?, expectedCitations: [String]?, shouldAbstain: Bool, containerId: String?, qualityMode: String?, tags: [String]?",Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,scan_codebase.py,Parsed model schema
EvalCategory,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,"String, Codable, CaseIterable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,scan_codebase.py,Parsed model schema
RAGEvalResult,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,"Codable, Identifiable, Sendable",No,Yes,Yes,Yes,,,,"id: String, query: String, generatedResponse: String, answerMatch: Bool, retrievalRecall: Double?, citationPrecision: Double?, abstentionCorrect: Bool, latencySeconds: Double, tokensGenerated: Int?, qualityModeUsed: String",Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,scan_codebase.py,Parsed model schema
RAGEvalDataset,OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,Sendable,No,No,Yes,No,,,,"name: String, cases: [RAGEvalCase], count: Int, categoryCounts: [EvalCategory: Int]",Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,scan_codebase.py,Parsed model schema
RAGEvalMetrics,OpenIntelligence/Services/Evaluation/RAGEvalMetrics.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"retrievalRecallAt5: Double, citationPrecision: Double, exactValueAccuracy: Double, unsupportedClaimRate: Double, correctAbstentionRate: Double, contextOverflowRate: Double, visualOCREvidenceUseRate: Double, meanLatencySeconds: Double, p95LatencySeconds: Double, meanTokensPerSecond: Double",Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalMetrics.swift,scan_codebase.py,Parsed model schema
RAGEvalReportWriter,OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,scan_codebase.py,Parsed model schema
ReportPayload,OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,Codable,No,Yes,No,No,,,,"metrics: RAGEvalMetrics, results: [RAGEvalResult]",Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,scan_codebase.py,Parsed model schema
RAGEvalRunner,OpenIntelligence/Services/Evaluation/RAGEvalRunner.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Evaluation/RAGEvalRunner.swift,scan_codebase.py,Parsed model schema
ContinuedIngestionPhase,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedQueryPhase,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedIngestionExecutionMode,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedIngestionPolicySnapshot,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"deviceTier: String, chipName: String, formFactor: String, requestedGPUAccelerationLevel: Double, activeGPUAccelerationLevel: Double, backgroundGPUSupported: Bool, backgroundGPURequested: Bool, lowPowerModeEnabled: Bool, thermalState: String, memoryPressure: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedIngestionStatusSnapshot,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"phase: ContinuedIngestionPhase, title: String, subtitle: String, progressFraction: Double, updatedAt: Date, startedAt: Date?, completedAt: Date?, lastError: String?, policy: ContinuedIngestionPolicySnapshot?, idle: ",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedIngestionRequestContext,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,Sendable,No,No,Yes,No,,,,"requestIdentifier: String, title: String, subtitle: String, policy: ContinuedIngestionPolicySnapshot, submittedAt: Date",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedQueryStatusSnapshot,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"phase: ContinuedQueryPhase, title: String, subtitle: String, progressFraction: Double, updatedAt: Date, startedAt: Date?, completedAt: Date?, lastError: String?, policy: ContinuedIngestionPolicySnapshot?, idle: ",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
ContinuedQueryRequestContext,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,Sendable,No,No,Yes,No,,,,"requestIdentifier: String, title: String, subtitle: String, policy: ContinuedIngestionPolicySnapshot, submittedAt: Date",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,scan_codebase.py,Parsed model schema
IngestionLiveActivityPresentationProfile,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"String, Codable, Hashable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
IngestionLiveActivityProcessingMode,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"String, Codable, Hashable, Sendable",No,Yes,Yes,No,,,,displayName: String,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
IngestionLiveActivityThermalBucket,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"String, Codable, Hashable, Sendable",No,Yes,Yes,No,,,,displayName: String,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
IngestionLiveActivityAttributes,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"ActivityAttributes, Sendable",No,No,Yes,No,,,,"progress: Double, processedCount: Int, totalCount: Int, activeCount: Int, currentFilename: String, currentStage: String, remainingDocuments: [String], deviceSummary: String, performanceSummary: String, presentationProfile: IngestionLiveActivityPresentationProfile",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
ContentState,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"Codable, Hashable, Sendable",No,Yes,Yes,No,,,,"progress: Double, processedCount: Int, totalCount: Int, activeCount: Int, currentFilename: String, currentStage: String, remainingDocuments: [String], deviceSummary: String, performanceSummary: String, presentationProfile: IngestionLiveActivityPresentationProfile",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
QueryLiveActivityAttributes,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"ActivityAttributes, Sendable",No,No,Yes,No,,,,"progress: Double, title: String, subtitle: String, sessionID: UUID",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
ContentState,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"Codable, Hashable, Sendable",No,Yes,Yes,No,,,,"progress: Double, title: String, subtitle: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,scan_codebase.py,Parsed model schema
Level,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,"Int, Comparable, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,scan_codebase.py,Parsed model schema
Category,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,"Hashable, Sendable, CaseIterable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,scan_codebase.py,Parsed model schema
ImageGenerationRequest,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,Sendable,No,No,Yes,No,,,,"prompt: String, sourceText: String?, style: ImageGenerationStyle, containerId: UUID?",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,scan_codebase.py,Parsed model schema
ImageGenerationStyle,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,scan_codebase.py,Parsed model schema
ImageGenerationResult,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,Sendable,No,No,Yes,No,,,,"imageURL: URL?, prompt: String, wasGenerated: Bool, error: String?",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,scan_codebase.py,Parsed model schema
ImageConceptList,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,Sendable,No,No,Yes,No,,,,concepts: [String],Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,scan_codebase.py,Parsed model schema
IngestionExecutionProfile,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,scan_codebase.py,Parsed model schema
DeviceCapabilityTier,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,"String, Sendable, Comparable",No,No,Yes,No,,,,"displayName: String, estimatedNPUTops: Int, neuralEngineCores: Int",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,scan_codebase.py,Parsed model schema
DeviceFormFactor,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,"String, Sendable",No,No,Yes,No,,,,"hasActiveCooling: Bool, recommendedConcurrency: Int",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,scan_codebase.py,Parsed model schema
MetalHardwareSnapshot,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,Sendable,No,No,Yes,No,,,,"deviceName: String, hasUnifiedMemory: Bool, recommendedWorkingSetMB: Int, maxBufferLengthMB: Int, maxThreadsPerThreadgroup: Int, maxThreadgroupMemoryKB: Int, unavailable: , workingSetDescription: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,scan_codebase.py,Parsed model schema
