view_name,file_path,screen_area,state_variables,bindings,environment_objects,observed_objects,services_used,models_rendered,user_actions,functions_triggered,persistence_touched_indirectly,cloud_or_routing_touched_indirectly,billing_gates_shown,risk_level,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
EmptyAnalyticsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,RAGService,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
QueryStatsGrid,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,telemetry,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
RecentQueriesList,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,telemetry,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
QueryEventCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
RetrievalPatternsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,"ragService, containerService",,"RAGService, ContainerService",,,"statsGrid, chunkChart, documentChart, chunkDetailSection, buildChunkStats",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
PerformanceMetricsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,"ragService, telemetry",,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
PipelineStagesCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,telemetry,RAGService,,,avgDuration,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
StageMetricRow,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
SystemMetricsGrid,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
StatCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmbeddingInfoSheet,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,"dismiss, settings",,SettingsStore,,,,Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
SimilarityHeatmapView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,"sampleChunks, chunkDescriptors, isLoading, lastUpdated, refreshNonce",,"ragService, containerService",,"RAGService, ContainerService",,Button Click,"refreshSample, buildDescriptors, headerLabel, sideLabel, heatmapCell",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
PipelineTimelineView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,telemetry,,,,,,,"isStageActive, color",Yes,No,Yes,High,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
StageChip,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
ActivityRow,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
SemanticClusteringView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,"selectedK, sampleChunks, docNames, chunkNorms, clusters, isLoading, lastError, lastUpdated, refreshNonce, showClusterTopics",,"ragService, containerService",,"RAGService, ContainerService",,Button Click,"errorCard, refreshSample, recomputeClusters, docName, cosineSimilarity",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
MetricPill,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
ClusteringInfoCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
ClusterPreviewCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
FTS5StorageView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,"stats, indexInfo, documentStats, isLoading, showDocumentList",,,,SQLiteFullTextService,,Button Click,"mainStatsGrid, indexHealthCard, containerBreakdownCard, loadStatistics, formatNumber",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
FTS5StatCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,SQLiteFullTextService,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
StatusBadge,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmbeddingProviderSnippetView,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,Main,,,,,ContainerService,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,scan_codebase.py,Extracted View state properties
RAGResponseSnippetView,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,scan_codebase.py,Extracted View state properties
DocumentListSnippetView,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,scan_codebase.py,Extracted View state properties
DocumentImportStatusSnippetView,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,scan_codebase.py,Extracted View state properties
ErrorSnippetView,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,scan_codebase.py,Extracted View state properties
AskDocumentIntent,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,Main,,,,,,,,perform,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,scan_codebase.py,Extracted View state properties
ScreenAwarenessSnippetView,OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,scan_codebase.py,Extracted View state properties
VisualAnalysisSnippetView,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,scan_codebase.py,Extracted View state properties
CloudConsentPromptView,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,Main,showDetails,,verticalSizeClass,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,scan_codebase.py,Extracted View state properties
ConsentFeatureRow,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,scan_codebase.py,Extracted View state properties
ConsentDetailRow,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,scan_codebase.py,Extracted View state properties
InfoButtonView,OpenIntelligence/UI/Components/InfoButtonView.swift,Main,showingPopover,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/InfoButtonView.swift,scan_codebase.py,Extracted View state properties
IngestionConsoleView,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,Main,"isExpanded, isFullHeight, hasAutoExpanded",,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,scan_codebase.py,Extracted View state properties
IngestionConsoleLogRow,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,scan_codebase.py,Extracted View state properties
IngestionQueueOverlay,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,Main,"isMinimized, isDismissed",,horizontalSizeClass,,,,Button Click,sortOrder,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,scan_codebase.py,Extracted View state properties
IngestionQueueRow,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,Main,showDetails,,,,,,Button Click,"metricLabel, extractionSection, visionLayoutSection, visionStatusBadge, visionStatsRow",No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,scan_codebase.py,Extracted View state properties
CustomProgressBar,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,scan_codebase.py,Extracted View state properties
TotalsSummaryCard,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,Main,,,,,,,,"totalStatItem, formatNumber",No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,scan_codebase.py,Extracted View state properties
ModelStatusIndicator,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,Main,pulseScale,,"modelResolution, settings",,SettingsStore,,,cleanModelName,Yes,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,scan_codebase.py,Extracted View state properties
DetailRow,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,scan_codebase.py,Extracted View state properties
BulletPoint,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,scan_codebase.py,Extracted View state properties
ModelQuickSelector,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,Main,showSelector,,settings,,SettingsStore,,Button Click,,Yes,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,scan_codebase.py,Extracted View state properties
QuickModelPickerSheet,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,Main,deviceCapabilities,,"dismiss, settings",,"RAGService, SettingsStore",,Button Click,modelRow,Yes,No,No,Low,,code_verified,high,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,scan_codebase.py,Extracted View state properties
SurfaceCard,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,scan_codebase.py,Extracted View state properties
SectionHeader,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,scan_codebase.py,Extracted View state properties
SectionFooter,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,scan_codebase.py,Extracted View state properties
BubbleBackground,OpenIntelligence/UI/DesignSystem/Theme.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/UI/DesignSystem/Theme.swift,scan_codebase.py,Extracted View state properties
IngestionLiveActivityLockScreenView,OpenIntelligenceLiveActivities/IngestionLiveActivityWidget.swift,Main,,,"activityFamily, isActivityFullscreen, isLuminanceReduced",,,,,,No,No,No,Low,,code_verified,high,OpenIntelligenceLiveActivities/IngestionLiveActivityWidget.swift,scan_codebase.py,Extracted View state properties
