component_id,component_name,subsystem,owning_files,main_entities,entry_points,depends_on,used_by,reads_from,writes_to,sync_boundary,cloud_boundary,billing_boundary,app_intent_boundary,risk_level,relevant_docs,notes,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
RAGEvalMetrics,RAGEvalMetrics,citations/source rendering,OpenIntelligence/Services/Evaluation/RAGEvalMetrics.swift,RAGEvalMetrics,compute,,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGEvalReportWriter,RAGEvalReportWriter,diagnostics/telemetry,OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,"RAGEvalReportWriter, ReportPayload","generateMarkdown, generateJSON",,,,,no,no,no,no,low,Docs/EVALS.md,Monitors pipeline performance and hardware usage,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGEvalRunner,RAGEvalRunner,citations/source rendering,OpenIntelligence/Services/Evaluation/RAGEvalRunner.swift,RAGEvalRunner,"run, evaluate",,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BackgroundTaskService,BackgroundTaskService,background tasks,OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,"ContinuedIngestionPhase, ContinuedQueryPhase, ContinuedIngestionExecutionMode, ContinuedIngestionPolicySnapshot, ContinuedIngestionStatusSnapshot, ContinuedIngestionRequestContext, ContinuedQueryStatusSnapshot, ContinuedQueryRequestContext, BackgroundTaskService, BackgroundTaskService","continuedIngestionRequestIdentifier, continuedQueryRequestIdentifier, scheduleIndexMaintenance, scheduleSpotlightReindex, scheduleAppRefresh",,,,,no,no,no,no,low,Docs/AppleIntelligenceTransitionPlan.md,Executes background fetch and import tasks,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
IngestionLiveActivityAttributes,IngestionLiveActivityAttributes,ingestion queue,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,"IngestionLiveActivityPresentationProfile, IngestionLiveActivityProcessingMode, IngestionLiveActivityThermalBucket, OpenIntelligenceDeepLink, IngestionLiveActivityAttributes, ContentState, QueryLiveActivityAttributes, ContentState",,,,,,no,no,no,no,medium,Docs/INGESTION_PIPELINE.md,Monitors active document ingestion pipeline,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
IngestionLiveActivityService,IngestionLiveActivityService,ingestion queue,OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityService.swift,"IngestionLiveActivityService, IngestionLiveActivityService","restoreExistingActivityIfNeeded, sync, endCurrentActivity, finish, restorableActivity",,,,,no,no,no,no,medium,Docs/INGESTION_PIPELINE.md,Monitors active document ingestion pipeline,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SpotlightIndexService,SpotlightIndexService,background tasks,OpenIntelligence/Services/Infrastructure/Background/SpotlightIndexService.swift,SpotlightIndexService,"indexContainer, deindexContainer, indexDocument, deindexDocument, deindexAllDocuments",,,,,no,no,no,no,low,Docs/AppleIntelligenceTransitionPlan.md,Executes background fetch and import tasks,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
TranscriptPersistenceService,TranscriptPersistenceService,iCloud/workspace sync,OpenIntelligence/Services/Infrastructure/Background/TranscriptPersistenceService.swift,"TranscriptPersistenceService, TranscriptPersistenceServiceUnavailable","transcriptURL, saveTranscript, loadTranscript, deleteTranscript, hasTranscript","iCloud Drive Ubiquity, ContainerService",library/container management,iCloud Drive Ubiquity / SQLite,iCloud Drive Ubiquity / SQLite,yes,no,no,no,high,Docs/AppleIntelligenceTransitionPlan.md,iCloud Drive Ubiquity/iCloud database synchronization,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BNNSGraphService,BNNSGraphService,retrieval,OpenIntelligence/Services/Infrastructure/Compute/BNNSGraphService.swift,BNNSGraphService,"batchNormalize, batchCosineSimilarity, softmax, reciprocalRankFusion, pairwiseSimilarityMatrix",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
GPUComputeService,GPUComputeService,retrieval,OpenIntelligence/Services/Infrastructure/Compute/GPUComputeService.swift,"MetalBufferPool, GPUComputeService","nextPowerOf2, acquire, acquire, release, clear",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LoggingConfiguration,LoggingConfiguration,generation,OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,"and, LoggingConfiguration, Level, Category","pipelineStep, pipelineHeader, pipelineComplete, isEnabled, isEnabled",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QuotaPolicy,QuotaPolicy,billing/entitlements,OpenIntelligence/Services/Infrastructure/Configuration/QuotaPolicy.swift,"QuotaPolicy, DocumentQuotaError, LibraryQuotaError","documentLimit, isUnlimitedDocumentLimit, documentLimitDisplayText, libraryLimit","StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,no,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SettingsStore,SettingsStore,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Infrastructure/Configuration/SettingsStore.swift,"SettingsStore, Keys, as","append, fallbackOptions, appendIfNeeded, setSelectedModelProgrammatically, isPrimarySelectionAvailable","retrieval, document import",SiriDaemon,,,yes,yes,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ContainerService,ContainerService,iCloud/workspace sync,OpenIntelligence/Services/Infrastructure/Integration/ContainerService.swift,ContainerService,"setActive, reloadFromDisk, createContainer, updateContainer, deleteContainer","iCloud Drive Ubiquity, ContainerService",library/container management,iCloud Drive Ubiquity / SQLite,iCloud Drive Ubiquity / SQLite,yes,no,yes,no,high,Docs/AppleIntelligenceTransitionPlan.md,iCloud Drive Ubiquity/iCloud database synchronization,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ImagePlaygroundService,ImagePlaygroundService,generation,OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,"ImageGenerationRequest, ImageGenerationStyle, ImageGenerationResult, ImageConceptList, ImagePlaygroundService, ImagePlaygroundSheetModifier","emit, conceptIsSafe, conceptIsWhitelisted, cleanConceptBase, cleanConceptFromLLM",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DeviceCapabilityService,DeviceCapabilityService,OCR/extraction,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,"IngestionExecutionProfile, DeviceCapabilityTier, DeviceFormFactor, MetalHardwareSnapshot, HardwareExecutionEnvelope, DeviceCapabilityService","estimatedPDFPageMegabytes, setIngestionExecutionProfile, optimizedAgenticConfig, detectFullCapability, detectHostMacCapability",,,,,no,yes,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
HardwareTelemetryState,HardwareTelemetryState,generation,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,"HardwareComponent, HardwareActivityType, HardwareTelemetryState, ComponentActivity, HardwareTelemetryReporter","rebuildComponentActivities, startRealCPUMonitoring, pulse, sustain, startSustainedPulse",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SystemStateMonitor,SystemStateMonitor,diagnostics/telemetry,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,"SystemStateSnapshot, MachCPUMonitor, MemoryPressureLevel, SystemStateMonitor, MacBatteryState","getSystemCPUUsage, getProcessCPUUsage, reset, refresh, thermalColor",,,,,no,no,no,no,low,Docs/EVALS.md,Monitors pipeline performance and hardware usage,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
TelemetryCenter,TelemetryCenter,diagnostics/telemetry,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,"TelemetryCategory, TelemetrySeverity, TelemetryEvent, TelemetryCenter","log, append, clear, emit, mirrorToConsoleIfNeeded",,,,,no,no,no,no,low,Docs/EVALS.md,Monitors pipeline performance and hardware usage,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AdaptivePipelineOptimizer,AdaptivePipelineOptimizer,generation,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,"PipelineOptimizationLevel, DeviceRuntimeState, MemoryPressure, AdaptivePipelineConfig, AdaptivePipelineOptimizer, QueryComplexity","base, adjusted, configForQuery, shouldApplyCooldown, applyCooldown",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ClusterLabelService,ClusterLabelService,generation,OpenIntelligence/Services/Infrastructure/Presentation/ClusterLabelService.swift,"for, ChunkInfo, DocumentDomain","generateClusterLabel, generateClusterLabels, inferDocumentType, invalidateCache, invalidateAllCaches",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LibraryIconSuggestionService,LibraryIconSuggestionService,library/container management,OpenIntelligence/Services/Infrastructure/Presentation/LibraryIconSuggestionService.swift,"LibraryIconSuggestionService, ContentDomain","suggestIcon, suggestIcons, detectDomain, iconsForDomain, suggestIconForContainer",,,,,no,no,no,no,low,README.md,Manages workspace libraries and folder scopes,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LibraryVisualizationEngine,LibraryVisualizationEngine,generation,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"LibraryProfile, LibrarySizeCategory, RetrievalActivity, ContentCategory, TopicCluster, HotChunk, RecentAddition, VisualizationInsight, InsightType, InsightPriority, InsightAction, InsightMetric, Trend, DocumentEdge, DocumentNode, SimilarityMatrix, ChunkDetail, EmbeddingSnapshot, LibraryVisualizationEngine, RecommendedView, ViewType","invalidateCache, invalidateCache, analyze, buildProfile, analyzeTopics",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ProjectionCache,ProjectionCache,library/container management,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionCache.swift,"ProjectionCacheKey, ProjectionCacheEntry, ProjectionCache","get, set, invalidate, clearAll",,,,,no,no,no,no,low,README.md,Manages workspace libraries and folder scopes,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ProjectionService,ProjectionService,library/container management,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,"ProjectionMethodKind, ProjectionService, VizLCG","project3D, pca3D_powerIteration, covMatVec, orthonormalize, randomProjection3D",,,,,no,no,no,no,low,README.md,Manages workspace libraries and folder scopes,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
WorkspaceSyncService,WorkspaceSyncService,iCloud/workspace sync,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,"SyncBootstrapChoice, BootstrapBehavior, SyncResolutionStrategy, SyncPendingBootstrapConflict, WorkspaceInventory, ContainerMergeResult, DocumentMergeResult, PendingBootstrapPlan, SourcedDocument, PersistedIngestionContextRecord, CodingKeys, PersistedIngestionQueueStateRecord, CodingKeys, QueueFilterMode, WorkspaceSyncService, Snapshot","encode, encode, reconfigureIfNeeded, reconfigureForExplicitICloudOptIn, reconfigureIfNeeded","iCloud Drive Ubiquity, ContainerService",library/container management,iCloud Drive Ubiquity / SQLite,iCloud Drive Ubiquity / SQLite,yes,no,yes,no,high,Docs/AppleIntelligenceTransitionPlan.md,iCloud Drive Ubiquity/iCloud database synchronization,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AppTips,AppTips,onboarding,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,"FirstQueryTip, IngestDocumentTip, ContainerTip, ModelConfigTip, AtlasTip, CompactTipViewStyle, InlineTipView, AppTipConfiguration","makeBody, configure",,,,,no,no,no,no,low,README.md,User onboarding and tip system,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AdapterManager,AdapterManager,generation,OpenIntelligence/Services/LLM/AdapterManager.swift,"AdapterDescriptor, AdapterDomain, AdapterState, InstalledAdapter, AdapterManager","loadManifest, saveManifest, availableAdapters, suggestAdapter, keywordsForDomain",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LLMService,LLMService,App Intents/Siri/Shortcuts,OpenIntelligence/Services/LLM/LLMService.swift,"LLMService, for, RAGToolHandler, LLMStreamEvent, StructuredRAGClaim, StructuredRAGGeneration, StructuredRAGMode, LLMStreamingContext, LLMResponse, AppleFoundationLLMService, for, ScreenshotMockLLMService, AppleFoundationLLMServiceUnavailable, AssistChatIntent, AssistantProvider, AppleChatGPTExtensionService, AppleChatGPTExtensionService, LLMError","generate, searchDocuments, listDocuments, getDocumentSummary, countPatternInCorpus","retrieval, document import",SiriDaemon,,,no,yes,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LLMStreamingContext,LLMStreamingContext,generation,OpenIntelligence/Services/LLM/LLMStreamingContext.swift,,,,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LocalOpenAIServerLLMService,LocalOpenAIServerLLMService,generation,OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,"LocalOpenAIServerLLMService, Config, MLXPresetLLMService, LlamaCPPPresetLLMService, OllamaPresetLLMService","healthCheck, generate, addHeaders, generate, generate",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ModelResolutionService,ModelResolutionService,generation,OpenIntelligence/Services/LLM/ModelResolutionService.swift,"ModelResolutionService, ResolutionEvent, ModelResolutionServiceKey","setupObservers, resolveCurrentModel, refresh, determineResolutionReason, isFallbackActive",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
PromptEvaluationService,PromptEvaluationService,generation,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,"PromptTestCase, PromptEvalResult, PromptEvalSuiteResult, PromptEvalError","registerSuite, registeredSuites, generateTestCases, evaluateSuite, evaluateTestCase",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
GroundedAnswerPolicy,GroundedAnswerPolicy,verification gates,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,"GroundedPromptMode, GroundedAnswerPolicy","shouldRunSourceOnlyVerification, shouldUseDeterministicExtractionPath",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Validates generation facts and scores output confidence,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryComplexityAnalyzer,QueryComplexityAnalyzer,retrieval,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,"QueryComplexityResult, QueryComplexity, InferredMode, QueryComplexityAnalyzer","analyze, countNamedEntities",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryExecutionPlannerService,QueryExecutionPlannerService,retrieval,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,"QueryExecutionMode, QueryExecutionPlan, QueryExecutionPlannerService, GuidedQueryExecutionPlan","buildPlan, buildHeuristicPlan, shouldDecompose, normalizedSearchQueries, normalizedSubqueries",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryProfileService,QueryProfileService,retrieval,OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,"QueryProfile, QueryProfileService","adjustedHybridWeights, buildProfile, wordCount, isTrivialQuery",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SpecificationExtractor,SpecificationExtractor,generation,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,"SpecificationExtractionResult, SpecificationExtractionFailure, AnswerCandidate, QueryEntities","extract, findCandidates, scoreCandidate, isMeasurementStyleQuery, isMeasurementKeyword",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ContextualCompressionService,ContextualCompressionService,verification gates,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,"ContextualCompressionService, Config, CompressionResult, GroundingVerification, Status","compressChunk, compressChunks, buildCompressionPrompt, estimateTokens, stripQueryEcho",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Validates generation facts and scores output confidence,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryEnhancementService,QueryEnhancementService,generation,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,"CorpusVocabulary, QueryIntent, AnswerIntent, QueryEnhancementService","classifyIntent, classifyAnswerIntent, isIndicatorStateLookupQuery, manualSpecificationIntent, expandQuery",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
HyDEService,HyDEService,SQLite/FTS storage,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,"HyDEService, Config, HyDEResult, HyDEError","forDocumentType, generateHypotheticalDocument, groundHyDEText, generateHyDEQuery, buildHyDEPrompt",SQLite3,"retrieval, document import",SQLite FTS index,SQLite FTS index,no,no,no,no,medium,Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md,Relational metadata and Full-Text Search database,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryRewriterService,QueryRewriterService,generation,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,"ConversationTurn, RewrittenQuery, SemanticIntent, QueryRewriterService, AmbiguityType, QueryRewriterError","rewrite, isStopWord, detectAmbiguity, clarifyWithLLM, buildClarificationPrompt",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryRouterService,QueryRouterService,retrieval,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,"QueryType, QueryClassification","classifyQuery, abstractionLevelsToSearch, shouldUseMaximumMode, levelFilter, extractQueryEntities",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SmartReplyService,SmartReplyService,generation,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,"SmartReply, SmartReplyCategory","generateFollowUps, extractKeyTerms, containsProceduralContent, containsNumericalData, containsConditionalLanguage",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SuggestedQuestionsService,SuggestedQuestionsService,generation,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,"SuggestedQuestionList, QuestionCategory, SuggestedQuestion, CachedEntry, TimeoutError, GroundedPassage, QuestionDraft","isSampleWorkspace, loadQuestionBank, saveQuestionBank, removeQuestions, clearQuestionBank",,,,,no,yes,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VisualEvidenceSource,VisualEvidenceSource,citations/source rendering,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,"VisualEvidenceMetadata, VisualEvidenceSource",,,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ExtractiveQAService,ExtractiveQAService,OCR/extraction,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,"ExtractiveQAService, ExtractionResult, ExtractiveModelInfo, QuestionType, ExtractiveQAServiceFactory","extractAnswer, extractAnswer, loadModel, extractAnswer, findBestSpan",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ExtractiveSummarizationService,ExtractiveSummarizationService,OCR/extraction,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,"ExtractiveSummary, SelectedSentence","summarize, segmentIntoSentences, selectWithMMR, cosineSimilarity, calculateCoverage",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QueryRuntimeCoordinator,QueryRuntimeCoordinator,PCC routing/consent,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,"QueryExecutionPath, QueryRuntimeContext, QueryRuntimeCoordinator","updateSettingsStore, resolveContext","AppleFoundationModels, SettingsStore",retrieval,UserDefaults,,no,yes,no,no,high,Docs/PRIVACY_AND_ROUTING.md,PCC boundary routing and user consent,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGEngine,RAGEngine,generation,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,TokenizedInput,"setupReRanker, applyMMR, cosineSimilarityAccelerated, cosineSimilarity, formatContext",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGService+KnowledgeRetrievalEngine,RAGService+KnowledgeRetrievalEngine,retrieval,OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,,query,,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,RAG orchestrator and general retriever services,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGService,RAGService,App Intents/Siri/Shortcuts,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"RetrievalLogEntry, RAGAuditFeatureFlags, RAGAuditSnapshot, to, VectorStoreAudit, ReembedProgress, IngestionContext, RAGService, ChunkingDefaults, EmbeddingAutoAction, EmbeddingContext, EmbeddingDiagnosticsSnapshot, ChunkAutoAction, ConsentDefaults, PersistedIngestionContext, PersistedIngestionQueueState, SpecSearchConcept, SentenceExtractionResult, ScoredSentence, Candidate, DeviceChip, DeviceCapabilities, DeviceTier, RAGServiceError","asyncFilter, deterministic, getDocumentName, intelligenceReport, clearIntelligence","retrieval, document import",SiriDaemon,,,yes,yes,yes,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ContainerVocabularyService,ContainerVocabularyService,retrieval,OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,ContainerVocabulary,"topTerms, idfWeight, isSpecificationCode, vocabulary, learnFromChunk",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,RAG orchestrator and general retriever services,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ContextPackingService,ContextPackingService,context packing,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,PackedContext,"pack, isInterrogativeChunk, assembleWithBudget, estimateTokens, applyLostInMiddleReorder",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Packs evidence tokens into generation context window,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
GraphIndexService,GraphIndexService,retrieval,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,"CrossReference, ReferenceType, ChunkGraphEdges","hash, extractCrossReferences, extractReferenceTargets, extractCrossReferencesStatic, extractCrossReferencesSync",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,RAG orchestrator and general retriever services,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
HybridSearchService,HybridSearchService,SQLite/FTS storage,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,"BM25Snapshot, BM25Scorer, Storage, HybridSearchService","indexDocuments, score, score, tokenize, makeSnapshot",SQLite3,"retrieval, document import",SQLite FTS index,SQLite FTS index,no,no,no,no,medium,Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md,Relational metadata and Full-Text Search database,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
IterativeRetrievalService,IterativeRetrievalService,generation,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,"RetrievalIteration, IterativeRetrievalResult, IterativeRetrievalConfig, IterativeRetrievalService, ConfidenceAssessment, IterativeRetrievalError","retrieve, assessConfidence, refineQuery, expandQueryWithKeywords, extractKeyTerms",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ParentDocumentService,ParentDocumentService,semantic chunking,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,"ParentDocumentService, Config, ExpansionResult, SiblingGroup","jaccardSimilarity, checkJaccardRedundancy, expandWithSiblings, findSiblings, isSibling",,,,,no,no,no,no,low,Docs/INGESTION_PIPELINE.md,Splits text blocks using semantic density,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
